rank,wave,action,priority_score,url_type,title,category_slug,category_name,slug,last_modified,sitemap_priority,url,reason
178,wave_5,sitemap_monitor,110,calculator,Lise Mezuniyet Puanı Hesaplama,sinav-hesaplamalari,Sınav,lise-mezuniyet-puani-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/lise-mezuniyet-puani-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
179,wave_5,sitemap_monitor,110,calculator,Lise Ortalama Hesaplama,sinav-hesaplamalari,Sınav,lise-ortalama-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/lise-ortalama-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
180,wave_5,sitemap_monitor,110,calculator,Lise Sınıf Geçme Hesaplama,sinav-hesaplamalari,Sınav,lise-sinif-gecme-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/lise-sinif-gecme-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
181,wave_5,sitemap_monitor,110,calculator,Lise Taban Puanları ve Yüzdelik Rehberi,sinav-hesaplamalari,Sınav,lise-taban-puanlari,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/lise-taban-puanlari,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
182,wave_5,sitemap_monitor,110,calculator,Lise YBP Hesaplama,sinav-hesaplamalari,Sınav,lise-ybp-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/lise-ybp-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
183,wave_5,sitemap_monitor,110,calculator,Okula Başlama Yaşı Hesaplama,sinav-hesaplamalari,Sınav,okula-baslama-yasi-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/okula-baslama-yasi-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
184,wave_5,sitemap_monitor,110,calculator,İOKBS (Eski Adıyla PYBS) Puan Hesaplama,sinav-hesaplamalari,Sınav,pybs-puan-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/pybs-puan-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
185,wave_5,sitemap_monitor,110,calculator,Üniversite Not Ortalaması Hesaplama,sinav-hesaplamalari,Sınav,universite-not-ortalamasi-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/universite-not-ortalamasi-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
186,wave_5,sitemap_monitor,110,calculator,Üniversite (YKS) Taban Puanları Hesaplama,sinav-hesaplamalari,Sınav,universite-taban-puanlari,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/universite-taban-puanlari,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
187,wave_5,sitemap_monitor,110,calculator,Vize Final Ortalama Hesaplama,sinav-hesaplamalari,Sınav,vize-final-ortalama-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/sinav-hesaplamalari/vize-final-ortalama-hesaplama,sitemap:0.80; calculator-landing; category-boost:12; guide-support:6
188,wave_5,sitemap_monitor,109,category,Ticaret & İş Kategori,ticaret-ve-is,Ticaret & İş,ticaret-ve-is,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/kategori/ticaret-ve-is,sitemap:0.80; category-hub; category-boost:7
189,wave_5,sitemap_monitor,109,calculator,Bazal Metabolizma Hızı (BMR),yasam-hesaplama,Yaşam,bazal-metabolizma-hizi-hesaplama,2026-05-01T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/bazal-metabolizma-hizi-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
190,wave_5,sitemap_monitor,109,calculator,İdeal Kilo Hesaplama,yasam-hesaplama,Yaşam,ideal-kilo-hesaplama,2026-05-01T00:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/ideal-kilo-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
191,wave_5,sitemap_monitor,109,calculator,İki Tarih Arasındaki Gün Sayısını Hesaplama,zaman-hesaplama,Zaman & Tarih,iki-tarih-arasindaki-gun-sayisi-hesaplama,2026-03-15T00:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/iki-tarih-arasindaki-gun-sayisi-hesaplama,sitemap:0.80; calculator-landing; category-boost:8; slug-boost:9
192,wave_5,sitemap_monitor,108,category,Matematik Kategori,matematik-hesaplama,Matematik,matematik-hesaplama,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/kategori/matematik-hesaplama,sitemap:0.80; category-hub; category-boost:6
193,wave_5,sitemap_monitor,108,all_tools,Tum Araclar,,,,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/tum-araclar,sitemap:0.80; catalog-hub
194,wave_5,sitemap_monitor,108,calculator,Hız / Mesafe / Süre Hesaplama,tasit-ve-vergi,Taşıt & Vergi,hiz-mesafe-sure,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/tasit-ve-vergi/hiz-mesafe-sure,sitemap:0.80; calculator-landing; category-boost:13; guide-support:3
195,wave_5,sitemap_monitor,106,calculator,Hafta Hesaplama,zaman-hesaplama,Zaman & Tarih,hafta-hesaplama,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/hafta-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
196,wave_5,sitemap_monitor,106,calculator,Saat Farkı Hesaplama,zaman-hesaplama,Zaman & Tarih,saat-farki-hesaplama,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/saat-farki-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
197,wave_5,sitemap_monitor,106,calculator,Yaş Hesaplama Detaylı,zaman-hesaplama,Zaman & Tarih,yas-hesaplama-detayli,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/yas-hesaplama-detayli,sitemap:0.80; calculator-landing; category-boost:8
198,wave_5,sitemap_monitor,105,category,Astroloji Kategori,astroloji,Astroloji,astroloji,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/kategori/astroloji,sitemap:0.80; category-hub; category-boost:3
199,wave_5,sitemap_monitor,105,calculator,Yaşam Süresi (Ömür Beklentisi) Hesaplama,yasam-hesaplama,Yaşam,yasam-suresi-hesaplama,2026-03-28T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/yasam-suresi-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
200,wave_5,sitemap_monitor,105,calculator,Günlük Kalori İhtiyacı (TDEE),yasam-hesaplama,Yaşam,gunluk-kalori-ihtiyaci,2026-03-15T00:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/gunluk-kalori-ihtiyaci,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
201,wave_5,sitemap_monitor,105,calculator,Günlük Protein İhtiyacı Hesaplama,yasam-hesaplama,Yaşam,gunluk-protein-ihtiyaci-hesaplama,2026-03-15T00:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/gunluk-protein-ihtiyaci-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
202,wave_5,sitemap_monitor,105,calculator,Adet Günü Hesaplama,yasam-hesaplama,Yaşam,adet-gunu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/adet-gunu-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
203,wave_5,sitemap_monitor,105,calculator,Aşı Takvimi Hesaplama,yasam-hesaplama,Yaşam,asi-takvimi-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/asi-takvimi-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
204,wave_5,sitemap_monitor,105,calculator,Bebek Boyu Hesaplama,yasam-hesaplama,Yaşam,bebek-boyu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/bebek-boyu-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
205,wave_5,sitemap_monitor,105,calculator,Bebek Kilosu Hesaplama,yasam-hesaplama,Yaşam,bebek-kilosu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/bebek-kilosu-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
206,wave_5,sitemap_monitor,105,calculator,Doğum İzni ve Rapor Parası Hesaplama,yasam-hesaplama,Yaşam,dogum-izni-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/dogum-izni-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
207,wave_5,sitemap_monitor,105,calculator,Ebced Hesaplama,yasam-hesaplama,Yaşam,ebced-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/ebced-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
208,wave_5,sitemap_monitor,105,calculator,Günlük Kreatin Dozu Hesaplama,yasam-hesaplama,Yaşam,gunluk-kreatin-dozu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/gunluk-kreatin-dozu-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
209,wave_5,sitemap_monitor,105,calculator,Kuşak Hesaplama,yasam-hesaplama,Yaşam,kusak-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/kusak-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
210,wave_5,sitemap_monitor,105,calculator,Sigara Maliyeti Hesaplama,yasam-hesaplama,Yaşam,sigara-maliyeti-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/sigara-maliyeti-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
211,wave_5,sitemap_monitor,105,calculator,Sütyen Bedeni Hesaplama,yasam-hesaplama,Yaşam,sutyen-bedeni-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/yasam-hesaplama/sutyen-bedeni-hesaplama,sitemap:0.80; calculator-landing; category-boost:10; guide-support:3
212,wave_5,sitemap_monitor,104,calculator,Daire Alan & Çevre Hesaplama,matematik-hesaplama,Matematik,daire-alan-cevre,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/daire-alan-cevre,sitemap:0.80; calculator-landing; category-boost:6
213,wave_5,sitemap_monitor,104,calculator,Dikdörtgen Alan & Çevre Hesaplama,matematik-hesaplama,Matematik,dikdortgen-alan-cevre,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/dikdortgen-alan-cevre,sitemap:0.80; calculator-landing; category-boost:6
214,wave_5,sitemap_monitor,104,calculator,Faktöriyel Hesaplama,matematik-hesaplama,Matematik,faktoriyel-hesaplama,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/faktoriyel-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
215,wave_5,sitemap_monitor,104,calculator,"Kombinasyon, Permütasyon ve Faktöriyel",matematik-hesaplama,Matematik,kombinasyon-permutasyon-faktoriyel,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/kombinasyon-permutasyon-faktoriyel,sitemap:0.80; calculator-landing; category-boost:6
216,wave_5,sitemap_monitor,104,calculator,Üçgen Alan & Çevre Hesaplama,matematik-hesaplama,Matematik,ucgen-hesaplama,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/ucgen-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
217,wave_5,sitemap_monitor,104,calculator,Üs/Kuvvet ve Karekök Hesaplama,matematik-hesaplama,Matematik,us-kuvvet-karekok,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/us-kuvvet-karekok,sitemap:0.80; calculator-landing; category-boost:6
218,wave_5,sitemap_monitor,104,calculator,Denklem Çözücü,matematik-hesaplama,Matematik,denklem-cozucu,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/denklem-cozucu,sitemap:0.80; calculator-landing; category-boost:6
219,wave_5,sitemap_monitor,104,calculator,Determinant Hesaplama,matematik-hesaplama,Matematik,determinant-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/determinant-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
220,wave_5,sitemap_monitor,104,calculator,Hacim Hesaplama,matematik-hesaplama,Matematik,hacim-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/hacim-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
221,wave_5,sitemap_monitor,104,calculator,İkinci Derece Denklem Hesaplama,matematik-hesaplama,Matematik,ikinci-derece-denklem,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/ikinci-derece-denklem,sitemap:0.80; calculator-landing; category-boost:6
222,wave_5,sitemap_monitor,104,calculator,Kesir Hesaplama,matematik-hesaplama,Matematik,kesir-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/kesir-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
223,wave_5,sitemap_monitor,104,calculator,Kesir Sadeleştirme,matematik-hesaplama,Matematik,kesir-sadelestirme,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/kesir-sadelestirme,sitemap:0.80; calculator-landing; category-boost:6
224,wave_5,sitemap_monitor,104,calculator,Kesir Toplama Çıkarma,matematik-hesaplama,Matematik,kesir-toplama-cikarma,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/kesir-toplama-cikarma,sitemap:0.80; calculator-landing; category-boost:6
225,wave_5,sitemap_monitor,104,calculator,Küre Hacmi Hesaplama,matematik-hesaplama,Matematik,kure-hacmi,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/kure-hacmi,sitemap:0.80; calculator-landing; category-boost:6
226,wave_5,sitemap_monitor,104,calculator,Logaritma Hesaplama,matematik-hesaplama,Matematik,logaritma-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/logaritma-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
227,wave_5,sitemap_monitor,104,calculator,Matris Hesaplama,matematik-hesaplama,Matematik,matris-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/matris-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
228,wave_5,sitemap_monitor,104,calculator,Oran Hesaplama,matematik-hesaplama,Matematik,oran-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/oran-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
229,wave_5,sitemap_monitor,104,calculator,Orantı Hesaplama,matematik-hesaplama,Matematik,oranti-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/oranti-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
230,wave_5,sitemap_monitor,104,calculator,Piramit Hacmi Hesaplama,matematik-hesaplama,Matematik,piramit-hacmi,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/piramit-hacmi,sitemap:0.80; calculator-landing; category-boost:6
231,wave_5,sitemap_monitor,104,calculator,Polinom Hesaplama,matematik-hesaplama,Matematik,polinom-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/polinom-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
232,wave_5,sitemap_monitor,104,calculator,Rasyonel Sayı Hesaplama,matematik-hesaplama,Matematik,rasyonel-sayi-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/rasyonel-sayi-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
233,wave_5,sitemap_monitor,104,calculator,Sayı Tabanı Dönüştürme,matematik-hesaplama,Matematik,sayi-tabani-donusturme,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/sayi-tabani-donusturme,sitemap:0.80; calculator-landing; category-boost:6
234,wave_5,sitemap_monitor,104,calculator,Silindir Hacmi Hesaplama,matematik-hesaplama,Matematik,silindir-hacmi,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/silindir-hacmi,sitemap:0.80; calculator-landing; category-boost:6
235,wave_5,sitemap_monitor,104,calculator,Sin Cos Tan Hesaplama,matematik-hesaplama,Matematik,sin-cos-tan-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/sin-cos-tan-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
236,wave_5,sitemap_monitor,104,calculator,Standart Sapma Hesaplama,matematik-hesaplama,Matematik,standart-sapma,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/standart-sapma,sitemap:0.80; calculator-landing; category-boost:6
237,wave_5,sitemap_monitor,104,calculator,Trigonometri Hesaplama,matematik-hesaplama,Matematik,trigonometri-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/trigonometri-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
238,wave_5,sitemap_monitor,104,calculator,Varyans Hesaplama,matematik-hesaplama,Matematik,varyans-hesaplama,2026-05-02T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/varyans-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
239,wave_5,sitemap_monitor,104,calculator,Şafak Hesaplama,zaman-hesaplama,Zaman & Tarih,safak-hesaplama,2026-05-01T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/safak-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
240,wave_5,sitemap_monitor,102,category,Diğer Kategori,diger,Diğer,diger,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/kategori/diger,sitemap:0.80; category-hub
241,wave_5,sitemap_monitor,102,category,İnşaat & Mühendislik Kategori,insaat-muhendislik,İnşaat & Mühendislik,insaat-muhendislik,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/kategori/insaat-muhendislik,sitemap:0.80; category-hub
242,wave_5,sitemap_monitor,102,calculator,Altın Oran Hesaplama,matematik-hesaplama,Matematik,altin-oran-hesaplama,2026-05-01T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/altin-oran-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
243,wave_5,sitemap_monitor,101,calculator,Burç Hesaplama,astroloji,Astroloji,burc-hesaplama,2026-05-02T09:00:00.000Z,0.80,https://www.hesapmod.com/astroloji/burc-hesaplama,sitemap:0.80; calculator-landing; category-boost:3
244,wave_5,sitemap_monitor,101,calculator,Tapu Harcı Hesaplama,ticaret-ve-is,Ticaret & İş,tapu-harci-hesaplama,2026-04-27T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/tapu-harci-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
245,wave_5,sitemap_monitor,101,calculator,İnşaat Maliyeti Hesaplama,ticaret-ve-is,Ticaret & İş,insaat-maliyeti-hesaplama,2026-04-13T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/insaat-maliyeti-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
246,wave_5,sitemap_monitor,101,calculator,İndirim Hesaplama,ticaret-ve-is,Ticaret & İş,indirim-hesaplama,2026-04-11T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/indirim-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
247,wave_5,sitemap_monitor,100,category,Muhasebe Kategori,muhasebe,Muhasebe,muhasebe,2026-05-01T09:00:00.000Z,0.80,https://www.hesapmod.com/kategori/muhasebe,sitemap:0.80; category-hub
248,wave_5,sitemap_monitor,100,calculator,Yüzde Hesaplama,matematik-hesaplama,Matematik,yuzde-hesaplama,2026-04-11T00:00:00.000Z,0.80,https://www.hesapmod.com/matematik-hesaplama/yuzde-hesaplama,sitemap:0.80; calculator-landing; category-boost:6
249,wave_5,sitemap_monitor,100,calculator,Ay Evresi Hesaplama ve Takvimi (Bugün Ay Hangi Evrede?),zaman-hesaplama,Zaman & Tarih,ay-evresi-hesaplama,2026-03-28T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/ay-evresi-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
250,wave_5,sitemap_monitor,100,calculator,İki Tarih Arasındaki Hafta Sayısı Hesaplama,zaman-hesaplama,Zaman & Tarih,iki-tarih-arasindaki-hafta-sayisi-hesaplama,2026-03-18T00:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/iki-tarih-arasindaki-hafta-sayisi-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
251,wave_5,sitemap_monitor,100,calculator,Kaç Gün Kaldı Hesaplama,zaman-hesaplama,Zaman & Tarih,kac-gun-kaldi-hesaplama,2026-03-15T00:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/kac-gun-kaldi-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
252,wave_5,sitemap_monitor,100,calculator,Bayram Namazı Saati Hesaplama,zaman-hesaplama,Zaman & Tarih,bayram-namazi-saati-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/bayram-namazi-saati-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
253,wave_5,sitemap_monitor,100,calculator,Birim Dönüştürücü (Uzunluk),zaman-hesaplama,Zaman & Tarih,birim-donusturucu,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/birim-donusturucu,sitemap:0.80; calculator-landing; category-boost:8
254,wave_5,sitemap_monitor,100,calculator,Cuma Namazı Saati Hesaplama,zaman-hesaplama,Zaman & Tarih,cuma-namazi-saati-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/cuma-namazi-saati-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
255,wave_5,sitemap_monitor,100,calculator,Doğuma Kalan Gün,zaman-hesaplama,Zaman & Tarih,doguma-kalan-gun,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/doguma-kalan-gun,sitemap:0.80; calculator-landing; category-boost:8
256,wave_5,sitemap_monitor,100,calculator,Gün Batımı Hesaplama,zaman-hesaplama,Zaman & Tarih,gun-batimi-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/gun-batimi-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
257,wave_5,sitemap_monitor,100,calculator,Gün Doğumu Hesaplama,zaman-hesaplama,Zaman & Tarih,gun-dogumu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/gun-dogumu-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
258,wave_5,sitemap_monitor,100,calculator,Hangi Gün Hesaplama,zaman-hesaplama,Zaman & Tarih,hangi-gun-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/hangi-gun-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
259,wave_5,sitemap_monitor,100,calculator,Hicri Takvim Hesaplama,zaman-hesaplama,Zaman & Tarih,hicri-takvim-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/hicri-takvim-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
260,wave_5,sitemap_monitor,100,calculator,İş Günü Hesaplama,zaman-hesaplama,Zaman & Tarih,is-gunu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/is-gunu-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
261,wave_5,sitemap_monitor,100,calculator,Kaç Gün Oldu Hesaplama,zaman-hesaplama,Zaman & Tarih,kac-gun-oldu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/kac-gun-oldu-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
262,wave_5,sitemap_monitor,100,calculator,Ramazanın Kaçıncı Günü Hesaplama,zaman-hesaplama,Zaman & Tarih,ramazanin-kacinci-gunu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/ramazanin-kacinci-gunu-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
263,wave_5,sitemap_monitor,100,calculator,Saat Kaç Hesaplama,zaman-hesaplama,Zaman & Tarih,saat-kac-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/saat-kac-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
264,wave_5,sitemap_monitor,100,calculator,Tarih Hesaplama,zaman-hesaplama,Zaman & Tarih,tarih-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/tarih-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
265,wave_5,sitemap_monitor,100,calculator,Vade Hesaplama,zaman-hesaplama,Zaman & Tarih,vade-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/vade-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
266,wave_5,sitemap_monitor,100,calculator,Yılın Kaçıncı Günü Hesaplama,zaman-hesaplama,Zaman & Tarih,yilin-kacinci-gunu-hesaplama,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/yilin-kacinci-gunu-hesaplama,sitemap:0.80; calculator-landing; category-boost:8
267,wave_5,sitemap_monitor,100,calculator,Zaman Birimleri Dönüştürücü,zaman-hesaplama,Zaman & Tarih,zaman-birimleri-donusturucu,2026-03-09T09:00:00.000Z,0.80,https://www.hesapmod.com/zaman-hesaplama/zaman-birimleri-donusturucu,sitemap:0.80; calculator-landing; category-boost:8
268,wave_5,sitemap_monitor,99,calculator,Fiyat Hesaplama,ticaret-ve-is,Ticaret & İş,fiyat-hesaplama,2026-03-14T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/fiyat-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
269,wave_5,sitemap_monitor,99,calculator,Kâr Hesaplama,ticaret-ve-is,Ticaret & İş,kar-hesaplama,2026-03-14T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/kar-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
270,wave_5,sitemap_monitor,99,calculator,Ortalama Maliyet Hesaplama,ticaret-ve-is,Ticaret & İş,ortalama-maliyet-hesaplama,2026-03-14T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/ortalama-maliyet-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
271,wave_5,sitemap_monitor,99,calculator,Zam Hesaplama,ticaret-ve-is,Ticaret & İş,zam-hesaplama,2026-03-14T00:00:00.000Z,0.80,https://www.hesapmod.com/ticaret-ve-is/zam-hesaplama,sitemap:0.80; calculator-landing; category-boost:7
